DATA,DOCUMENTO,LOCALIZADOR DO GASTO,FASE,ESPÉCIE,Favorecido,UF DO FAVORECIDO,UG,Unidade Orcamentária,Órgão,Órgão Superior,VALOR,Grupo de Despesa,Elemento de Despesa,Modalidade de Despesa,Plano Orçamentário,Autor Emenda,Unnamed: 17
10/12/2021,153173152532021NE652715,0001 - NACIONAL,Empenho,Não se aplica,12.263.869/0001-08 - MUNICIPIO DE BARRA DE SAO MIGUEL,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"1.231.162,55",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652716,0001 - NACIONAL,Empenho,Não se aplica,76.972.074/0001-51 - MUNICIPIO DE LOANDA,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"175.385,94",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652717,0001 - NACIONAL,Empenho,Não se aplica,12.198.719/0001-68 - MUNICIPIO DE COITE DO NOIA,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"879.401,82",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652718,0001 - NACIONAL,Empenho,Não se aplica,75.828.418/0001-90 - MUNICIPIO DE NOVA FATIMA,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"78.281,64",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652721,0001 - NACIONAL,Empenho,Não se aplica,12.207.528/0001-15 - MUNICIPIO DE FEIRA GRANDE,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"2.286.444,73",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652722,0001 - NACIONAL,Empenho,Não se aplica,81.044.984/0001-04 - MUNICIPIO DE NOVA LONDRINA,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"79.913,99",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652724,0001 - NACIONAL,Empenho,Não se aplica,95.639.472/0001-03 - MUNICIPIO DE NOVO ITACOLOMI,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"11.839,11",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652727,0001 - NACIONAL,Empenho,Não se aplica,76.021.450/0001-22 - MUNICIPIO DE SAO MATEUS DO SUL,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"149.625,73",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652729,0001 - NACIONAL,Empenho,Não se aplica,77.008.068/0001-41 - MUNICIPIO DE IBAITI,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"131.010,85",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652731,0001 - NACIONAL,Empenho,Não se aplica,08.144.982/0001-05 - MUNICIPIO DE PASSA E FICA,RN,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"145.802,85",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652739,0001 - NACIONAL,Empenho,Não se aplica,04.394.805/0001-18 - MUNICIPIO DE ROLIM DE MOURA,RO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"199.600,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652742,0001 - NACIONAL,Empenho,Não se aplica,01.612.682/0001-56 - MUNICIPIO DE CANTA,RR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"182.217,60",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652775,0001 - NACIONAL,Empenho,Não se aplica,83.102.848/0001-59 - MUNICIPIO DE GARUVA,SC,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"470.095,53",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
15/12/2021,153173152532021NE652917,0001 - NACIONAL,Empenho,Não se aplica,39.485.438/0001-42 - MUNICIPIO DE BELFORD ROXO,RJ,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"1.971.051,67",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
15/12/2021,153173152532021NE652919,0001 - NACIONAL,Empenho,Não se aplica,39.485.438/0001-42 - MUNICIPIO DE BELFORD ROXO,RJ,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"1.332.362,79",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
15/12/2021,153173152532021NE652920,0001 - NACIONAL,Empenho,Não se aplica,39.485.438/0001-42 - MUNICIPIO DE BELFORD ROXO,RJ,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"360.772,85",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE652970,0001 - NACIONAL,Empenho,Não se aplica,12.330.916/0001-99 - MUNICIPIO DE SAO JOSE DA LAJE,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"2.110.564,36",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE652971,0001 - NACIONAL,Empenho,Não se aplica,12.367.892/0001-42 - MUNICIPIO DE CANAPI,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"5.804.052,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE652972,0001 - NACIONAL,Empenho,Não se aplica,12.330.916/0001-99 - MUNICIPIO DE SAO JOSE DA LAJE,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"4.397.009,09",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE652982,0001 - NACIONAL,Empenho,Não se aplica,18.125.161/0001-77 - MUNICIPIO DE UNAI,MG,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"95.758,09",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE652987,0001 - NACIONAL,Empenho,Não se aplica,29.115.441/0001-10 - MUNICIPIO DE TRAJANO DE MORAES,RJ,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"173.691,29",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653000,0001 - NACIONAL,Empenho,Não se aplica,18.260.505/0001-50 - MUNICIPIO DE PRATA,MG,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"97.672,65",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653026,0001 - NACIONAL,Empenho,Não se aplica,29.115.441/0001-10 - MUNICIPIO DE TRAJANO DE MORAES,RJ,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"101.867,08",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653032,0001 - NACIONAL,Empenho,Não se aplica,01.559.766/0001-73 - MUNICIPIO DE GAVIAO PEIXOTO,SP,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"250.743,43",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653038,0001 - NACIONAL,Empenho,Não se aplica,25.063.868/0001-61 - MUNICIPIO DE CARMOLANDIA,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"26.638,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653041,0001 - NACIONAL,Empenho,Não se aplica,83.021.881/0001-54 - MUNICIPIO DE SAUDADES,SC,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"48.745,31",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653043,0001 - NACIONAL,Empenho,Não se aplica,25.064.064/0001-87 - MUNICIPIO DE CACHOEIRINHA,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"23.678,22",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653045,0001 - NACIONAL,Empenho,Não se aplica,45.135.530/0001-85 - MUNICIPIO DE SANTA ALBERTINA,SP,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"164.471,86",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653048,0001 - NACIONAL,Empenho,Não se aplica,25.086.638/0001-18 - MUNICIPIO DE APARECIDA DO RIO NEGRO,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"44.396,66",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653049,0001 - NACIONAL,Empenho,Não se aplica,52.359.692/0001-62 - MUNICIPIO DE BOM JESUS DOS PERDOES,SP,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"148.555,43",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653059,0001 - NACIONAL,Empenho,Não se aplica,13.850.342/0001-42 - MUNICIPIO DE TAPEROA,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"209.148,35",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653060,0001 - NACIONAL,Empenho,Não se aplica,01.611.210/0001-89 - MUNICIPIO DE VITORIA BRASIL,SP,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"98.115,79",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653065,0001 - NACIONAL,Empenho,Não se aplica,37.420.775/0001-26 - MUNICIPIO DE BOM JESUS DO TOCANTINS,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"20.718,44",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653071,0001 - NACIONAL,Empenho,Não se aplica,24.851.487/0001-84 - MUNICIPIO DE CASEARA,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"44.396,66",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653072,0001 - NACIONAL,Empenho,Não se aplica,00.003.848/0001-74 - MUNICIPIO DE FIGUEIROPOLIS,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"26.638,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653079,0001 - NACIONAL,Empenho,Não se aplica,01.612.821/0001-41 - MUNICIPIO DE CRIXAS DO TOCANTINS,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"44.396,66",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653083,0001 - NACIONAL,Empenho,Não se aplica,37.344.413/0001-01 - MUNICIPIO DE JAU DO TOCANTINS,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"44.396,66",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653091,0001 - NACIONAL,Empenho,Não se aplica,26.753.129/0001-64 - MUNICIPIO DE MATEIROS,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"44.396,66",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653092,0001 - NACIONAL,Empenho,Não se aplica,37.420.916/0001-00 - MUNICIPIO DE LAGOA DO TOCANTINS,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"44.396,66",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653095,0001 - NACIONAL,Empenho,Não se aplica,37.421.146/0001-10 - MUNICIPIO DE RECURSOLANDIA,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"29.597,77",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653101,0001 - NACIONAL,Empenho,Não se aplica,37.421.146/0001-10 - MUNICIPIO DE RECURSOLANDIA,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"20.641,21",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653106,0001 - NACIONAL,Empenho,Não se aplica,37.421.146/0001-10 - MUNICIPIO DE RECURSOLANDIA,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"55.438,69",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653110,0001 - NACIONAL,Empenho,Não se aplica,01.613.127/0001-49 - MUNICIPIO DE SANTA RITA DO TOCANTINS,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"44.396,66",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653112,0001 - NACIONAL,Empenho,Não se aplica,37.421.146/0001-10 - MUNICIPIO DE RECURSOLANDIA,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"214.419,71",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653114,0001 - NACIONAL,Empenho,Não se aplica,00.001.636/0001-58 - MUNICIPIO DE WANDERLANDIA,TO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"44.396,66",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653115,0001 - NACIONAL,Empenho,Não se aplica,01.612.636/0001-57 - MUNICIPIO DE DAMIAO,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"175.994,04",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653120,0001 - NACIONAL,Empenho,Não se aplica,01.612.636/0001-57 - MUNICIPIO DE DAMIAO,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"53.414,91",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653123,0001 - NACIONAL,Empenho,Não se aplica,01.612.636/0001-57 - MUNICIPIO DE DAMIAO,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"32.191,01",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
