DATA,DOCUMENTO,LOCALIZADOR DO GASTO,FASE,ESPÉCIE,Favorecido,UF DO FAVORECIDO,UG,Unidade Orcamentária,Órgão,Órgão Superior,VALOR,Grupo de Despesa,Elemento de Despesa,Modalidade de Despesa,Plano Orçamentário,Autor Emenda,Unnamed: 17
09/12/2021,153173152532021NS059190,0001 - NACIONAL,Liquidação,Não se aplica,92.941.681/0001-00 - SECRETARIA DA EDUCACAO,RS,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,30 - Transferências a Estados e ao Distrito Federal,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
09/12/2021,153173152532021OB826230,0001 - NACIONAL,Pagamento,Original,92.941.681/0001-00 - SECRETARIA DA EDUCACAO,RS,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"191.100,00",4 - Investimentos,42 - Auxílios,30 - Transferências a Estados e ao Distrito Federal,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
24/12/2021,153173152532021NE653988,0001 - NACIONAL,Empenho,Não se aplica,84.012.012/0001-26 - ESTADO DE RORAIMA,RR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"85.750,54",4 - Investimentos,42 - Auxílios,30 - Transferências a Estados e ao Distrito Federal,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,
01/12/2021,153173152532021NS056064,0001 - NACIONAL,Liquidação,Não se aplica,04.332.995/0001-49 - MUNICIPIO DE CAREIRO,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,3 - Outras Despesas Correntes,41 - Contribuições,40 - Transferências a Municípios,0000 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
01/12/2021,153173152532021NS056067,0001 - NACIONAL,Liquidação,Não se aplica,04.332.995/0001-49 - MUNICIPIO DE CAREIRO,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,3 - Outras Despesas Correntes,41 - Contribuições,40 - Transferências a Municípios,0000 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
01/12/2021,153173152532021NS056074,0001 - NACIONAL,Liquidação,Não se aplica,04.332.995/0001-49 - MUNICIPIO DE CAREIRO,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,3 - Outras Despesas Correntes,41 - Contribuições,40 - Transferências a Municípios,0000 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
01/12/2021,153173152532021OB824720,0001 - NACIONAL,Pagamento,Original,04.332.995/0001-49 - MUNICIPIO DE CAREIRO,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"210.255,93",3 - Outras Despesas Correntes,41 - Contribuições,40 - Transferências a Municípios,0000 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
29/12/2021,153173152532021NE653987,0001 - NACIONAL,Empenho,Não se aplica,00.394.676/0001-07 - SECRETARIA DE ESTADO DE EDUCACAO DO DISTRITO FEDERAL,DF,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"5.000,00",4 - Investimentos,42 - Auxílios,30 - Transferências a Estados e ao Distrito Federal,0007 - APOIO A INFRAESTRUTURA PARA A EDUCACAO INFANTIL,8100 - RELATOR GERAL,
01/12/2021,153173152532021NS056060,0001 - NACIONAL,Liquidação,Não se aplica,01.612.622/0001-33 - MUNICIPIO DE BETANIA DO PIAUI,PI,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
01/12/2021,153173152532021NS056062,0001 - NACIONAL,Liquidação,Não se aplica,12.367.892/0001-42 - MUNICIPIO DE CANAPI,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
01/12/2021,153173152532021OB824717,0001 - NACIONAL,Pagamento,Original,01.612.622/0001-33 - MUNICIPIO DE BETANIA DO PIAUI,PI,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"245.346,58",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
01/12/2021,153173152532021OB824718,0001 - NACIONAL,Pagamento,Original,12.367.892/0001-42 - MUNICIPIO DE CANAPI,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"245.346,58",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
08/12/2021,153173152532021NE651607,0001 - NACIONAL,Empenho,Não se aplica,46.211.694/0001-07 - MUNICIPIO DE IBIRAREMA,SP,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"0,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
09/12/2021,153173152532021NS059198,0001 - NACIONAL,Liquidação,Não se aplica,00.027.722/0001-30 - MUNICIPIO DE SANTA ISABEL,GO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
09/12/2021,153173152532021NS059216,0001 - NACIONAL,Liquidação,Não se aplica,06.553.937/0001-70 - MUNICIPIO DE OEIRAS,PI,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
09/12/2021,153173152532021NS059218,0001 - NACIONAL,Liquidação,Não se aplica,06.553.937/0001-70 - MUNICIPIO DE OEIRAS,PI,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
09/12/2021,153173152532021NS059269,0001 - NACIONAL,Liquidação,Não se aplica,01.612.616/0001-86 - MUNICIPIO DE TANQUE DO PIAUI,PI,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
09/12/2021,153173152532021NS059273,0001 - NACIONAL,Liquidação,Não se aplica,06.553.937/0001-70 - MUNICIPIO DE OEIRAS,PI,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
09/12/2021,153173152532021NS059274,0001 - NACIONAL,Liquidação,Não se aplica,06.553.937/0001-70 - MUNICIPIO DE OEIRAS,PI,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
09/12/2021,153173152532021OB826234,0001 - NACIONAL,Pagamento,Original,00.027.722/0001-30 - MUNICIPIO DE SANTA ISABEL,GO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"8.394,19",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
09/12/2021,153173152532021OB826283,0001 - NACIONAL,Pagamento,Original,01.612.616/0001-86 - MUNICIPIO DE TANQUE DO PIAUI,PI,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"245.346,58",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652655,0001 - NACIONAL,Empenho,Não se aplica,06.477.822/0001-44 - MUNICIPIO DE BARAO DE GRAJAU,MA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"200.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652656,0001 - NACIONAL,Empenho,Não se aplica,06.222.616/0001-93 - MUNICIPIO DE HUMBERTO DE CAMPOS,MA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"230.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652659,0001 - NACIONAL,Empenho,Não se aplica,06.377.063/0001-48 - MUNICIPIO DE GRAJAU,MA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"250.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652668,0001 - NACIONAL,Empenho,Não se aplica,06.202.808/0001-38 - MUNICIPIO DE POCAO DE PEDRAS,MA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"230.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652671,0001 - NACIONAL,Empenho,Não se aplica,24.179.426/0001-12 - MUNICIPIO DE LAMIM,MG,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"200.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652672,0001 - NACIONAL,Empenho,Não se aplica,16.930.299/0001-13 - MUNICIPIO DE JOAO PINHEIRO,MG,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"244.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652678,0001 - NACIONAL,Empenho,Não se aplica,13.922.588/0001-82 - MUNICIPIO DE IBICOARA,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"250.250,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652698,0001 - NACIONAL,Empenho,Não se aplica,66.229.717/0001-18 - MUNICIPIO DE UBAPORANGA,MG,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"200.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652699,0001 - NACIONAL,Empenho,Não se aplica,00.179.531/0001-93 - MUNICIPIO DE VERA,MT,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"875.423,70",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652704,0001 - NACIONAL,Empenho,Não se aplica,10.377.679/0001-96 - MUNICIPIO DE JABOATAO DOS GUARARAPES,PE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"552.816,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652705,0001 - NACIONAL,Empenho,Não se aplica,08.749.525/0001-36 - MUNICIPIO DE TAPEROA,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"300.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652708,0001 - NACIONAL,Empenho,Não se aplica,06.554.984/0001-39 - MUNICIPIO DE AROAZES,PI,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"300.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652725,0001 - NACIONAL,Empenho,Não se aplica,76.288.760/0001-08 - MUNICIPIO DE ROLANDIA,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"242.175,78",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652730,0001 - NACIONAL,Empenho,Não se aplica,39.485.438/0001-42 - MUNICIPIO DE BELFORD ROXO,RJ,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"484.351,56",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652738,0001 - NACIONAL,Empenho,Não se aplica,08.088.247/0001-13 - MUNICIPIO DE SANTANA DO SERIDO,RN,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"259.040,70",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652759,0001 - NACIONAL,Empenho,Não se aplica,91.900.365/0001-28 - MUNICIPIO DE BARAO DO TRIUNFO,RS,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"150.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652764,0001 - NACIONAL,Empenho,Não se aplica,87.851.200/0001-36 - MUNICIPIO DE BOM JESUS,RS,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"200.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
10/12/2021,153173152532021NE652768,0001 - NACIONAL,Empenho,Não se aplica,94.436.342/0001-00 - MUNICIPIO DE MAQUINE,RS,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"270.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
15/12/2021,153173152532021NE652921,0001 - NACIONAL,Empenho,Não se aplica,39.485.438/0001-42 - MUNICIPIO DE BELFORD ROXO,RJ,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"513.414,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653014,0001 - NACIONAL,Empenho,Não se aplica,16.440.778/0001-51 - MUNICIPIO DE MUQUEM DO SAO FRANCISCO,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"300.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653033,0001 - NACIONAL,Empenho,Não se aplica,08.944.084/0001-23 - MUNICIPIO DE EMAS,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"300.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653039,0001 - NACIONAL,Empenho,Não se aplica,08.947.699/0001-03 - MUNICIPIO DE JACARAU,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"237.562,20",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653047,0001 - NACIONAL,Empenho,Não se aplica,08.876.104/0001-76 - MUNICIPIO DE PASSAGEM,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"278.920,80",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653062,0001 - NACIONAL,Empenho,Não se aplica,09.074.592/0001-60 - MUNICIPIO DE SAO JOAO DO TIGRE,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"278.920,80",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653066,0001 - NACIONAL,Empenho,Não se aplica,08.113.631/0001-29 - MUNICIPIO DE PARAZINHO,RN,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"240.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653070,0001 - NACIONAL,Empenho,Não se aplica,16.416.521/0001-64 - MUNICIPIO DE MIRANTE,BA,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"250.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653081,0001 - NACIONAL,Empenho,Não se aplica,08.885.287/0001-96 - MUNICIPIO DE CATINGUEIRA,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"237.562,20",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,153173152532021NE653085,0001 - NACIONAL,Empenho,Não se aplica,01.612.640/0001-15 - MUNICIPIO DE CATURITE,PB,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"259.040,70",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
